type,subtype,city,street,pubMillis
hazard,hazard_on_road_construction,,salida > vía local / rotonda grecia,1748964968000
jam,jam_heavy_traffic,ñuñoa,av. ossa,1748965414000
road_closed,road_closed_event,providencia,ramón carnicer,1746481200000
jam,,providencia,san pío x,1748966101000
jam,jam_stand_still_traffic,santiago,curicó,1748965770000
police,,santiago,purísima,1748962874000
jam,jam_heavy_traffic,,salida 17 > mercado central,1748966953000
road_closed,road_closed_event,ñuñoa,romeo salinas (pista izquierda),1743707681000
hazard,hazard_on_road_pot_hole,peñalolén,los cóndores,1748953282000
police,,providencia,av. vitacura,1748965441000
road_closed,road_closed_event,peñalolén,av. tobalaba,1745930892000
police,,lo barnechea,av. la dehesa,1748967146000
hazard,hazard_on_road_construction,,autopista nororiente,1748966546000
road_closed,road_closed_event,providencia,merced,1746723876000
jam,,ñuñoa,av. simón bolívar,1748966290000
jam,jam_stand_still_traffic,providencia,la concepción,1748966683000
road_closed,road_closed_event,,salida > san javier,1738371337000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
hazard,hazard_on_road_construction,,ruta 78,1748964032000
hazard,hazard_on_road_construction,,ruta g-370 / camino loreto,1748966210000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los olmos,1744776629000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
police,police_hiding,,el trébol,1748965474000
police,,"malloco, peñaflor",av. vicuña mackenna,1748966383000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748967090000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
police,,"malloco, peñaflor",av. balmaceda,1748966371000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
police,,"malloco, peñaflor",av. balmaceda,1748967092000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
hazard,hazard_on_road_construction,,ruta 78,1748964013000
police,,"malloco, peñaflor",av. balmaceda,1748967075000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748966307000
chit_chat,,"malloco, peñaflor",av. vicuña mackenna,1748966406000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
road_closed,road_closed_event,"malloco, peñaflor",los olmos,1744776629000
jam,,peñaflor,el comendador,1748966098000
road_closed,road_closed_event,"malloco, peñaflor",los aromos,1744739082000
hazard,hazard_on_road_pot_hole,maipú,concordia,1748278985000
jam,jam_heavy_traffic,san bernardo,av. balmaceda,1748966963000
hazard,hazard_on_shoulder_car_stopped,,ruta 76 / camino a melipilla,1748966904000
hazard,hazard_on_road_pot_hole,la cisterna,esmeralda,1748821190000
hazard,hazard_on_road_pot_hole,san miguel,av. departamental,1748966362000
police,,la cisterna,gran avenida josé miguel carrera,1748966671000
hazard,hazard_on_road_pot_hole,maipú,camino el bosque,1748904420000
police,,el bosque,vecinal sur,1748966135000
hazard,hazard_on_road_pot_hole,maipú,san josé,1748901813000
hazard,hazard_on_road_construction,,acceso a autopista vespucio sur,1748967179000
hazard,hazard_on_shoulder_car_stopped,san bernardo,eucaliptus,1748963821000
police,,calera de tango,av. calera de tango,1748966403000
hazard,hazard_on_shoulder_car_stopped,,acceso a autopista vespucio sur,1748967174000
hazard,hazard_on_road_pot_hole,maipú,quilín,1748723200000
jam,jam_heavy_traffic,san bernardo,av. pdte. jorge alessandri rodríguez,1748965932000
hazard,hazard_on_road_pot_hole,maipú,av. ferrocarril,1748019335000
hazard,hazard_on_road_construction,san bernardo,eucaliptus,1748966455000
hazard,hazard_on_road_construction,la cisterna,av. presidente josé joaquín prieto vial,1748966987000
hazard,hazard_on_road_pot_hole,maipú,marco antonio,1748698031000
hazard,hazard_on_shoulder_car_stopped,,autopista central - eje gral. velásquez,1748966875000
hazard,hazard_on_road_object,,autopista central,1748966670000
hazard,hazard_on_shoulder_car_stopped,san bernardo,eucaliptus,1748966388000
hazard,hazard_on_road_pot_hole,san bernardo,av. ochagavía,1748953809000
hazard,hazard_on_shoulder_car_stopped,san bernardo,av. lo blanco,1748967082000
hazard,hazard_on_shoulder_car_stopped,san bernardo,eucaliptus,1748966405000
jam,jam_stand_still_traffic,san miguel,av. departamental,1748967033000
hazard,hazard_on_road_pot_hole,san bernardo,enrique madrid osorio,1748950557000
police,,maipú,samba,1748966991000
police,,calera de tango,av. calera de tango,1748966290000
police,,pedro aguirre cerda,av. clotario blest,1748966180000
police,,san bernardo,nogales,1748966949000
police,,san bernardo,balmaceda,1748966367000
police,,"nos, san bernardo",garcía de la huerta,1748965835000
chit_chat,,el bosque,gran avenida josé miguel carrera,1748966859000
hazard,hazard_on_road_pot_hole,maipú,josé luis carrera,1748951479000
hazard,hazard_on_road_pot_hole,maipú,siglo xx,1748798526000
police,,san bernardo,freire,1748965295000
police,,el bosque,luis barros borgoño,1748967230000
hazard,hazard_on_road_pot_hole,maipú,av. alfredo silva carvallo,1748725983000
hazard,hazard_on_road_pot_hole,san bernardo,santa mercedes,1748916669000
police,,la cisterna,los aromos,1748967212000
jam,jam_stand_still_traffic,san bernardo,o'higgins,1748966710000
police,police_with_mobile_camera,la cisterna,gran avenida josé miguel carrera,1748966199000
police,,el bosque,pasaje océano ártico,1748966639000
hazard,hazard_on_road_pot_hole,maipú,san martín,1748967051000
road_closed,road_closed_event,la cisterna,av. ossa,1744954569000
jam,jam_heavy_traffic,san miguel,gran avenida josé miguel carrera,1748965728000
hazard,hazard_on_shoulder_car_stopped,la cisterna,av. presidente josé joaquín prieto vial,1748966968000
hazard,hazard_on_road_pot_hole,la cisterna,luciano ortiz,1748914963000
hazard,hazard_on_road_pot_hole,la cisterna,ginebra,1748956494000
police,,lo espejo,av. lo espejo,1748964762000
hazard,hazard_on_road_pot_hole,san bernardo,san alfonso,1748952997000
hazard,hazard_on_road_pot_hole,maipú,la galaxia,1748897988000
police,,el bosque,central,1748967092000
hazard,hazard_on_shoulder_car_stopped,lo espejo,av. américo vespucio,1748966709000
hazard,hazard_on_shoulder_car_stopped,maipú,1 sur,1748960827000
hazard,hazard_on_road_pot_hole,san bernardo,roberto simpson claro,1748917747000
police,,maipú,el alcázar poniente,1748966746000
hazard,hazard_on_road_pot_hole,el bosque,los tréboles,1748952843000
police,,,corredor transporte público 5 de abril,1748966117000
hazard,hazard_on_road_pot_hole,calera de tango,av. calera de tango,1747787199000
hazard,hazard_on_road_pot_hole,maipú,av. 4 poniente,1748956801000
hazard,hazard_on_road_pot_hole,el bosque,aviadores,1748950670000
hazard,hazard_on_road_pot_hole,maipú,av. alfredo silva carvallo,1748727106000
police,,calera de tango,av. calera de tango,1748965069000
hazard,hazard_on_shoulder_car_stopped,san bernardo,freire,1748965987000
hazard,hazard_on_road_pot_hole,maipú,el conquistador,1748961221000
police,,maipú,av. 5 de abril,1748966098000
hazard,hazard_on_road_construction,maipú,av. portales,1748965917000
police,,san bernardo,eucaliptus,1748965686000
police,police_hiding,san bernardo,eyzaguirre,1748965522000
hazard,hazard_on_road_pot_hole,el bosque,flora torres,1748874732000
road_closed,road_closed_event,san bernardo,libertad,1748925961000
jam,jam_heavy_traffic,,salida 9a-s > el parrón,1748965752000
hazard,hazard_on_road_pot_hole,maipú,la galaxia,1748897997000
hazard,hazard_on_road_pot_hole,maipú,siglo xx,1748798543000
jam,jam_stand_still_traffic,la cisterna,av. presidente josé joaquín prieto vial,1748966040000
police,,san bernardo,eyzaguirre,1748967017000
hazard,hazard_on_road_pot_hole,maipú,la galaxia,1748962963000
police,,maipú,av. pajaritos,1748967196000
hazard,hazard_on_road_pot_hole,maipú,los glaciares,1748727514000
hazard,hazard_on_road_pot_hole,el bosque,pasaje 1 sur,1748641368000
chit_chat,,"nos, san bernardo",,1748967223000
hazard,hazard_on_road_construction,cerrillos,av. lo espejo,1748965322000
road_closed,road_closed_event,la cisterna,ernesto riquelme,1729275367000
road_closed,road_closed_event,la cisterna,av. ossa,1744954570000
road_closed,,san miguel,av. departamental,1748967231000
hazard,hazard_on_road_pot_hole,maipú,av. 3 poniente,1748957347000
hazard,hazard_on_road_pot_hole,san bernardo,los canelos,1748790810000
hazard,hazard_on_road_pot_hole,maipú,av. manuel rodríguez,1748961195000
hazard,hazard_on_road_construction,maipú,av. alfredo silva carvallo,1748963853000
hazard,hazard_on_road_pot_hole,maipú,siglo xx,1748552750000
hazard,hazard_on_road_pot_hole,san bernardo,av. puerta sur,1748965343000
jam,,,autopista central,1748966790000
hazard,hazard_on_road_construction,maipú,caupolicán,1748966771000
hazard,hazard_on_road_construction,el bosque,gran avenida josé miguel carrera,1748964514000
hazard,hazard_on_road_pot_hole,maipú,concordia,1748279004000
hazard,hazard_on_road_pot_hole,san bernardo,av. ochagavía,1748960608000
jam,jam_heavy_traffic,la cisterna,av. presidente josé joaquín prieto vial,1748966574000
hazard,hazard_on_road,el bosque,av. lo blanco,1748965800000
jam,,maipú,samba,1748967005000
hazard,hazard_on_road_pot_hole,lo espejo,av. lo espejo,1747861043000
road_closed,,san miguel,av. departamental,1748965146000
hazard,hazard_on_road_object,la pintana,paicaví,1748967042000
hazard,hazard_on_road_construction,la florida,av. walker martínez,1748959468000
police,,puente alto,av. la serena,1748967148000
chit_chat,,macul,exequiel fernández,1748966937000
hazard,hazard_on_road_construction,la florida,las nalcas norte,1748964819000
hazard,hazard_on_road_pot_hole,peñalolén,san luis de macul,1748956283000
hazard,hazard_on_road_pot_hole,peñalolén,los matriceros,1748915405000
hazard,hazard_on_shoulder_car_stopped,la pintana,caletera acceso sur,1748966454000
hazard,hazard_on_road_pot_hole,san joaquín,ingeniero díaz,1748955294000
hazard,hazard_on_road_pot_hole,la florida,manuel rengifo,1748957812000
hazard,hazard_on_road,puente alto,av. concha y toro,1748965993000
hazard,hazard_on_road_pot_hole,puente alto,caleta arrayán,1748885195000
hazard,hazard_on_road_pot_hole,peñalolén,los cerezos,1748959238000
chit_chat,,la pintana,av. santa rosa,1748965317000
police,,la florida,av. san josé de la estrella,1748966882000
hazard,hazard_on_road_pot_hole,la florida,av. walker martínez,1748479841000
hazard,hazard_on_road_pot_hole,puente alto,nonato coo,1748958969000
chit_chat,,la florida,av. la florida,1748967095000
hazard,hazard_on_road_pot_hole,la florida,av. tobalaba,1748961810000
hazard,hazard_on_shoulder_car_stopped,puente alto,av. troncal san francisco,1748965530000
chit_chat,,la florida,froilán roa,1748966481000
police,,la pintana,av. santa rosa,1748966770000
hazard,hazard_on_road,la florida,av. la florida,1748966420000
hazard,hazard_on_road_pot_hole,peñalolén,los alerces,1748822847000
hazard,hazard_on_road_pot_hole,peñalolén,peatones 11,1748553196000
police,,la florida,av. la florida lateral,1748966729000
jam,jam_stand_still_traffic,la florida,av. vicuña mackenna,1748967173000
police,,la florida,av. vicuña mackenna,1748965769000
jam,jam_heavy_traffic,la granja,av. américo vespucio,1748967209000
police,,puente alto,av. méxico,1748965106000
hazard,hazard_on_road_construction,la florida,av. la florida,1748966467000
hazard,hazard_on_road_pot_hole,peñalolén,los boteros,1748878391000
police,,buin,av. virginia subercaseaux,1748965661000
hazard,hazard_on_road_pot_hole,puente alto,nonato coo,1748964496000
hazard,hazard_on_road_pot_hole,puente alto,pasaje roma,1748040331000
police,,puente alto,,1748967171000
hazard,hazard_on_road_construction,la granja,av. santa rosa,1748966733000
hazard,hazard_on_road_pot_hole,san joaquín,vecinal,1748951215000
hazard,hazard_on_road_construction,puente alto,caletera acceso sur,1748965754000
police,,macul,av. departamental,1748966560000
hazard,hazard_on_road_pot_hole,puente alto,,1748870936000
road_closed,road_closed_event,la florida,av. trinidad,1748965752000
hazard,hazard_on_road_pot_hole,la pintana,pasaje el pino,1748443919000
hazard,hazard_on_road_pot_hole,peñalolén,los matriceros,1748915418000
hazard,hazard_on_shoulder_car_stopped,la florida,las nalcas norte,1748964867000
hazard,hazard_on_road_pot_hole,san joaquín,pintor murillo,1748966846000
police,,la florida,av. san josé de la estrella,1748965522000
hazard,hazard_on_road_pot_hole,puente alto,nemesio vicuña,1748959147000
police,,la pintana,av. santa rosa,1748965000000
hazard,hazard_on_road_construction,puente alto,av. charles aránguiz sandoval,1748964123000
hazard,hazard_on_road_pot_hole,puente alto,bahía fitz roy,1748307689000
hazard,hazard_on_road_pot_hole,la florida,central oriente,1748965679000
hazard,hazard_on_road_construction,la florida,av. trinidad,1748962831000
hazard,hazard_on_road,la florida,av. la florida,1748966457000
hazard,hazard_on_road_pot_hole,peñalolén,av. las torres,1748963110000
hazard,hazard_on_road_pot_hole,peñalolén,las cepas,1748961370000
jam,jam_stand_still_traffic,la florida,av. departamental,1748966237000
hazard,hazard_on_road_pot_hole,peñalolén,los boteros,1748878405000
hazard,hazard_on_shoulder_car_stopped,puente alto,bahía inglesa,1748965826000
police,,puente alto,camino al volcán,1748965114000
hazard,hazard_on_road_pot_hole,san joaquín,av. departamental,1748961404000
hazard,hazard_on_road,puente alto,av. gabriela poniente,1748965535000
hazard,hazard_on_road_pot_hole,la florida,las zarcillas,1748545954000
chit_chat,,la florida,av. vicuña mackenna,1748966960000
police,,san miguel,miguel león prado,1748965610000
chit_chat,,la florida,av. vicuña mackenna,1748966008000
police,,puente alto,av. los toros,1748963976000
hazard,hazard_on_road_pot_hole,san joaquín,varas mena,1748966912000
hazard,hazard_on_road_pot_hole,puente alto,nonato coo,1748958989000
hazard,hazard_on_road_pot_hole,puente alto,nemesio vicuña,1748957727000
police,,puente alto,las rosas,1748966771000
chit_chat,,la florida,av. froilán lagos sepúlveda,1748966421000
